-85.29126,31.548676,"Hardee's-Abbeville,AL","650 Ozark Rd, Abbeville,AL 36310, (334) 585-6111"
-86.264969,34.297516,"Hardee's/Red Burrito-Albertville,AL","11024 US Highway 431, Albertville,AL 35950, (256) 878-3777"
-85.948654,32.930904,"Hardee's-Alexander City,AL","1249 Cherokee Rd, Alexander City,AL 35010, (256) 234-4191"
-86.427032,31.22423,"Hardee's-Andalusia,AL","1202 E Bypass, Andalusia,AL 36420, (334) 222-7315"
-85.865364,33.647663,"Hardee's/Red Burrito-Anniston,AL","2800 AL Highway 202, Anniston,AL 36201, (256) 237-5759"
-86.503555,34.333466,"Hardee's-Arab,AL","1015 N Brindlee Mountain Pkwy, Arab,AL 35016, (256) 586-6848"
-86.972488,34.794804,"Hardee's/Red Burrito-Athens,AL","1110 S Jefferson St, Athens,AL 35611, (256) 232-8400"
-86.947922,34.785217,"Hardee's/Red Burrito-Athens,AL","1327 US Highway 72 E, Athens,AL 35611, (256) 232-5340"
-87.486205,31.072205,"Hardee's-Atmore,AL","25 Lakeview Cir, Atmore,AL 36502-6311, (251) 446-1657"
-86.093796,33.997265,"Hardee's/Red Burrito-Attalla,AL","970 Gilbert Ferry Rd SE, Attalla,AL 35954, (256) 538-0107"
-85.509193,32.590057,"Hardee's/Red Burrito-Auburn,AL","800 Wire Rd, Auburn,AL 36832, (334) 887-6003"
-87.781578,30.879011,"Hardee's-Bay Minett,AL","701 Dolive St, Bay Minette,AL 36507, (251) 937-2378"
-86.791786,33.525913,"Hardee's/Red Burrito-Birmingham,AL","5113 Airport Highway, Birmingham,AL 35212, (205) 592-6706"
-86.6968943,33.5909921,"Hardee's/Red Burrito-Birmingham,AL","9400 Parkway East, Birmingham,AL 35215, (205) 833-5377"
-86.15564,34.211472,"Hardee's/Red Burrito-Boaz,AL","1771 US Highway 431, Boaz,AL 35957, (256) 593-7366"
-85.734077,34.970757,"Hardee's-Bridgeport,AL","50770 Old Hwy 72, Bridgeport,AL 35740, (256) 495-2181"
-85.830086,31.720217,"Hardee's-Brundidge,AL","499 W Troy St, Brundidge,AL 36010, (334) 735-3537"
-88.221092,32.089993,"Hardee's/Red Burrito-Butler,AL","109 E Pushmataha St, Butler,AL 36904, (205) 459-4240"
-86.753021,33.100311,"Hardee's/Red Burrito-Calera,AL","8441 Hwy 31 S, Calera,AL 35040, (205) 668-0402"
-87.295303,31.987343,"Hardee's-Camden,AL","35 Highway 41 N, Camden,AL 36726, (334) 682-4147"
-88.238274,31.103096,"Hardee's-Citronelle,AL","19765 N 3rd St, Citronelle,AL 36522, (251) 866-0325"
-86.647926,33.654182,"Hardee's/Red Burrito-Clay,AL","2146 Sweeney Hollow Rd, Clay,AL 35215, (205) 854-3320"
-86.862015,34.117199,"Hardee's/Red Burrito-Cullman,AL","1535 County Rd 437, Cullman,AL 35055, (256) 737-0056"
-86.849068,34.18354,"Hardee's/Red Burrito-Cullman,AL","723 2nd Ave NW, Cullman,AL 35055, (256) 734-0069"
-87.013313,34.570538,"Hardee's/Red Burrito-Decatur,AL","1708 Beltline Rd, Decatur,AL 35601, (256) 350-5999"
-86.973297,34.556641,"Hardee's-Decatur,AL","2618 Hwy 31 S, Decatur,AL 35603, (256) 351-2521"
-86.912018,34.537479,"Hardee's/Red Burrito-Decatur,AL","3241 Point Mallard Pkwy SE, Decatur,AL 35603, (256) 353-2968"
-86.978012,34.607998,"Hardee's/Red Burrito-Decatur,AL","810 6th Ave NE, Decatur,AL 35601, (256) 340-8978"
-87.83844,32.50296,"Hardee's-Demopolis,AL","100 US Highway 80 E, Demopolis,AL 36732, (334) 289-3090"
-85.361305,31.216984,"Hardee's-Dothan,AL","1086 Ross Clark Cir, Dothan,AL 36303, (334) 792-8085"
