-149.74106,61.2310888,"Panda Express-Anchorage,AK","1178 North Muldoon Rd, Anchorage,AK 99501, (907) 333-8880"
-149.91794,61.19477,"Panda Express-Anchorage,AK","1818 W Northern Lights Blvd, Anchorage,AK 99517, (907) 274-3330"
-149.4124756,61.5785408,"Panda Express-Wasilla,AK","1491 East Parks Hwy, Wasilla,AK 99654, (907) 376-9888"
-86.8029343,33.2253592,"Panda Express-Alabaster,AL","245 S Colonial Dr, Alabaster,AL 35007, (205) 620-9102"
-85.485147,32.605047,"Panda Express-Auburn,AL","1310 Wilmore Drive, Auburn,AL 36849, (334) 844-1818"
-86.8670932,34.2064944,"Panda Express-Cullman,AL","5505 Al Hwy 157 NW, Cullman,AL 35058, (256) 775-8837"
-85.859154,31.334111,"Panda Express-Enterprise,AL","847 Boll Weevil Circle, Enterprise,AL 36330, (334) 347-2938"
-87.6834133,30.3826122,"Panda Express-Foley,AL","2230 S Mckenzie St, Foley,AL 36535, (251) 943-9989"
-85.986417,34.008996,"Panda Express-Gadsden,AL","500 East Meighan Blvd, Gadsden,AL 35903, (256) 569-9616"
-86.674882,34.743313,"Panda Express-Huntsville,AL","6125 University Drive [#g], Huntsville,AL 35806, (256) 971-6992"
-86.7733555,34.7478542,"Panda Express-Madison,AL","8598 Hwy 72 West, Madison,AL 35758, (256) 890-8873"
-88.141144,30.675253,"Panda Express-Mobile,AL","3811 Airport Blvd, Mobile,AL 36608, (251) 414-2819 "
-85.7871228,33.6076642,"Panda Express-Oxford,AL","20 Commons Way, Oxford,AL 36203, (256) 831-9033"
-86.4148977,32.4601733,"Panda Express-Prattville,AL","1921 Cobbs Ford Rd, Prattville,AL 36066, (334) 361-7888"
-87.52771,33.19759,"Panda Express-Tuscaloosa,AL","636 15th St East, Tuscaloosa,AL 35401, (205) 343-6888"
-87.5463562,33.2150993,"Panda Express-Tuscaloosa,AL","University of Alabama Tuscaloosa, Tuscaloosa,AL 35401, (none listed)"
-94.220665,36.369545,"Panda Express-Bentonville,AR","319 S Walton Blvd, Bentonville,AR 72712, (479) 273-1191"
-94.1898941,36.0553157,"Panda Express-Fayetteville,AR","2109 W Martin Luther King Blvd, Fayetteville,AR 72710, (479) 575-0216"
-93.0692902,34.468708,"Panda Express-Hot Springs National Park,AR","1384 Higdon Ferry, Hot Springs National Park,AR 71913, (501) 609-9166"
-94.1214066,36.2971802,"Panda Express-Rogers,AR","2004a South Promenade Blvd, Rogers,AR 72758, (479) 936-8449"
-91.7289505,35.2484818,"Panda Express-Searcy,AR","Harding University, Searcy,AR 72143, (none listed)"
-94.5135193,36.1815338,"Panda Express-Siloam Springs,AR","2775 Hwy 412 E, Siloam Springs,AR 72761, (479) 524-0338"
