-78.996918,36.393456,"943 Concord Pkwy S Concord, NC 28027 (704) 789-9619"
-80.511406,34.973568,"1600 E Roosevelt Blvd Monroe, NC 28112 (704) 225-7742"
-80.571159,35.01519,"2579 W Roosevelt Blvd Monroe, NC 28110 (704) 238-1773"
-80.7118,35.366177,"7770 Lyles Ln Concord, NC 28027 (704) 979-0300"
-80.732277,35.323315,"10121 N Tryon Charlotte, NC 28262 (704) 503-6882"
-80.767265,35.341965,"10525 Mallard Creek Rd Charlotte, NC 28262 (704) 549-0522"
-80.793449,35.33316,"3704 W Wt Harris Blvd Charlotte, NC 28269 (704) 509-2693"
-80.797997,35.175785,"4505 Randolph Rd Charlotte, NC 28211 (704) 362-1709"
-80.843689,35.347656,"7000 Wt Harris Blvd Charlotte, NC 28269 (704) 921-4450"
-80.851051,35.087532,"7725 Pineville Matthews Rd Charlotte, NC 28226 (704) 752-6885"
-80.851295,35.196453,"2515 Park Rd Charlotte, NC 28203 (704) 338-5966"
-80.85154,35.30637,"6328 Banner Elk Dr Charlotte, NC 28216 (704) 392-0766"
-80.854652,35.7906,"1833 E Broad St Statesville, NC 28625 (704) 872-6500"
-80.854935,35.593227,"379 W Plaza Dr Mooresville, NC 28117 (704) 662-9644"
-80.876434,35.815842,"242 Turnersburg Hwy Statesville, NC 28625 (704) 883-0370"
-80.881409,35.266609,"220 N Hoskins Rd Charlotte, NC 28216 (704) 392-6166"
-80.883583,35.216259,"1600 Remount Rd Charlotte, NC 28208 (704) 371-8783"
-80.903671,35.137424,"7806 Forest Point Blvd Charlotte, NC 28217 (704) 527-1681"
-80.919067,35.112434,"335 Westinghouse Blvd Charlotte, NC 28273 (704) 583-9191"
-80.955826,35.118404,"10730 S Tryon Charlotte, NC 28273 (704) 588-1015"
-80.979759,34.940323,"1929 Springsteen Rd Rock Hill, SC 29730 (803) 328-3600"
-80.986214,34.974125,"2615 Cherry Rd Rock Hill, SC 29730 (803) 981-5241"
-81.05822,34.931946,"895 Heckle Blvd Rock Hill, SC 29730 (803) 366-3255"
-81.115089,35.257858,"3618 E Franklin Blvd Gastonia, NC 28056 (704) 823-1903"
-81.189331,35.31562,"102 College View Dr Dallas, NC 28034 (704) 922-9178"
-81.226448,35.717628,"510 10th St Nw Conover, NC 28613 (828) 695-1638"
-81.311195,35.703472,"1776 Catawba Valley Blvd Se Hickory, NC 28602 (828) 304-8295"
-81.366173,35.740669,"603 Us Highway 321 Nw Hickory, NC 28601 (828) 328-3058"
-81.524361,35.918652,"344 Blowing Rock Blvd Lenoir, NC 28645 (828) 759-1015"
-81.531738,35.274776,"455 Earl Rd Shelby, NC 28150 (704) 480-6842"
-81.898026,34.96455,"1611 E Main St Spartanburg, SC 29307 (864) 585-2992"
-81.986832,34.937088,"1500 Wo Ezell Blvd Spartanburg, SC 29301 (864) 587-7100"
-82.100052,34.90662,"1596 E Main St Duncan, SC 29334 (864) 486-0040"
-82.18486,34.951591,"14011 E Wade Hampton Blvd Greer, SC 29651 (864) 801-4500"
-82.232002,34.806473,"2609 Woodruff Rd Simpsonville, SC 29681 (864) 297-0800"
-82.257698,34.705799,"695 Fairview Rd Simpsonville, SC 29680 (864) 963-1841"
-82.265747,34.753323,"922 Ne Main St Simpsonville, SC 29681 (864) 967-4411"
-82.268692,34.860291,"3709 Pelham Rd Greenville, SC 29615 (864) 675-9598"
-82.307938,34.832092,"1102 Woodruff Rd Greenville, SC 29607 (864) 676-0111"
-82.32708,34.848251,"549 Congaree Rd Greenville, SC 29607 (864) 627-8200"
-82.345306,34.826332,"2475 Laurens Rd Greenville, SC 29607 (864) 627-7708"
-82.358017,34.869026,"1106 N Pleasantburg Dr Greenville, SC 29607 (864) 609-0019"
