-149.88251,61.19397,"Pizza Hut-Anchorage,AK","100 E Benson Blvd, Anchorage,AK 99503, (907) 337-2323"
-149.88277,61.21631,"Pizza Hut-Anchorage,AK","118 E 6th Ave, Anchorage,AK 99501, (907) 337-2323"
-149.85921,61.10493,"Pizza Hut-Anchorage,AK","12870 Old Seward Hwy, Anchorage,AK 99515, (907) 337-2323"
-149.91467,61.13863,"Pizza Hut-Anchorage,AK","1921 W Dimond Blvd, Anchorage,AK 99515, (907) 337-2323"
-149.84,61.18098,"Pizza Hut-Anchorage,AK","2205 E Tudor Rd, Anchorage,AK 99507, (907) 337-2323"
-149.77824,61.22075,"Pizza Hut-Anchorage,AK","341 Boniface Pky, Anchorage,AK 99504, (907) 337-2323"
-149.91423,61.18659,"Pizza Hut-Anchorage,AK","3727 Spenard Rd, Anchorage,AK 99517, (907) 743-9877"
-149.571399,61.326656,"Pizza Hut-Eagle River,AK","11740 Old Glenn Hwy, Eagle River,AK 99577, (907) 456-5656"
-147.761292,64.836304,"Pizza Hut-Fairbanks,AK","1991 Airport Way, Fairbanks,AK 99701, (907) 456-5656"
-147.71418,64.853373,"Pizza Hut-Fairbanks,AK","89 College Rd, Fairbanks,AK 99701, (907) 456-5656"
-151.2229,60.56096,"Pizza Hut-Kenai,AK","10160 Kenai Spur Hwy, Kenai,AK 99611, (907) 283-3900"
-147.353642,64.756914,"Pizza Hut-North Pole,AK","257 N Santa Claus Ln, North Pole,AK 99705, (907) 456-5656"
-151.068989,60.48436,"Pizza Hut-Soldotna,AK","44332 Sterling Hwy, Soldotna,AK 99669, (907) 395-4040"
-149.42792,61.58041,"Pizza Hut-Wasilla,AK","851 E Parks Hwy, Wasilla,AK 99654, (907) 373-6600"
-86.81234,33.26094,"Pizza Hut-Alabaster,AL","1385 1st Ave N, Alabaster,AL 35007, (205) 978-8000"
-86.19897,34.27288,"Pizza Hut-Albertville,AL","6815 Us 431, Albertville,AL 35950, (256) 878-7373"
-85.95611,32.91955,"Pizza Hut-Alexander City,AL","4581 Highway 280, Alexander City,AL 35010, (256) 234-7400"
-86.46089,31.31879,"Pizza Hut-Andalusia,AL","1203 Martin Luther King Jr Expy, Andalusia,AL 36420, (334) 222-4106"
-85.82383,33.68641,"Pizza Hut-Anniston,AL","322 E Blue Mountain Rd, Anniston,AL 36201, (256) 237-3251"
-86.50284,34.33317,"Pizza Hut-Arab,AL","639 Northgate Dr Nw, Arab,AL 35016, (256) 586-2511"
-86.95347,34.79824,"Pizza Hut-Athens,AL","209 Us 31 S, Athens,AL 35611, (256) 233-1812"
-86.885008,34.7555818,"Pizza Hut-Athens,AL","229 French Farms Blvd, Athens,AL 35611, (256) 233-1223"
-87.491361,31.0022621,"Pizza Hut-Atmore,AL","1515 S Main St, Atmore,AL 36502, (251) 368-5646"
-86.07686,34.01812,"Pizza Hut-Attalla,AL","620 Cleveland Ave, Attalla,AL 35954, (256) 538-1234"
-85.499288,32.5699479,"Pizza Hut-Auburn,AL","1923 S College St, Auburn,AL 36832, (334) 321-1060"
-87.78746,30.88387,"Pizza Hut-Bay Minette,AL","604 McMeans Ave, Bay Minette,AL 36507, (251) 937-6714"
-88.24717,30.39924,"Pizza Hut-Bayou La Batre,AL","14031 S Wintzell Ave, Bayou La Batre,AL 36509, (251) 824-3177"
-86.91965,33.33759,"Pizza Hut-Bessemer,AL","1263 Greenmor Dr, Bessemer,AL 35022, (205) 978-8000"
-86.9688,33.39378,"Pizza Hut-Bessemer,AL","829 8th Ave N, Bessemer,AL 35020, (205) 978-8000"
-86.82634,33.47395,"Pizza Hut-Birmingham,AL","14 Green Springs Hwy, Birmingham,AL 35209, (205) 978-8000"
-86.68399,33.64725,"Pizza Hut-Birmingham,AL","2346 Center Point Pky, Birmingham,AL 35215, (205) 978-8000"
-86.73213,33.46008,"Pizza Hut-Birmingham,AL","3173 Green Valley Rd, Birmingham,AL 35243, (205) 978-8000"
-86.70379,33.5355,"Pizza Hut-Birmingham,AL","431 20th St S, Birmingham,AL 35233, (205) 978-8000"
-86.69855,33.42226,"Pizza Hut-Birmingham,AL","4725 Us 280, Birmingham,AL 35242, (205) 991-9459"
-86.72246,33.529,"Pizza Hut-Birmingham,AL","5388 Oporto Madrid Blvd S, Birmingham,AL 35210, (205) 591-5200"
-86.8493576,33.480751,"Pizza Hut-Birmingham,AL","873 Dennison Ave SW, Birmingham,AL 35211, (205) 250-5156"
-86.701256,33.586744,"Pizza Hut-Birmingham,AL","9170 Parkway E, Birmingham,AL 35206, (205) 978-8000"
-86.15594,34.21353,"Pizza Hut-Boaz,AL","1936 Us 431, Boaz,AL 35957, (256) 593-1070"
-87.1983318,32.9088567,"Pizza Hut-Brent,AL","10631 Highway 5, Brent,AL 35034, (205) 926-6162"
-87.081486,31.097774,"Pizza Hut-Brewton,AL","590 South Blvd, Brewton,AL 36426, (251) 867-7777"
-86.751833,33.117173,"Pizza Hut-Calera,AL","136 Marketplace Circle, Calera,AL 35040, (205) 978-8000"
-85.703,34.15801,"Pizza Hut-Centre,AL","1558 W Main St, Centre,AL 35960, (256) 927-9222"
-86.58546,33.335435,"Pizza Hut-Chelsea,AL","411 Chelsea Crossroads, Chelsea,AL 35043, (205) 678-5665"
-86.36333,33.28593,"Pizza Hut-Childersburg,AL","32122 Us 280, Childersburg,AL 35044, (256) 378-5000"
-86.63413,32.85014,"Pizza Hut-Clanton,AL","1211 7th St N, Clanton,AL 35045, (205) 755-7405"
-87.45099,33.1741,"Pizza Hut-Cottondale,AL","6343 Interstate Dr, Cottondale,AL 35453, (205) 758-4888"
-86.8484,34.1833,"Pizza Hut-Cullman,AL","710 2nd Ave Nw, Cullman,AL 35055, (256) 734-1010"
-85.71249,31.30974,"Pizza Hut-Daleville,AL","609 N Daleville Ave, Daleville,AL 36322, (334) 598-6393"
-87.91287,30.6443,"Pizza Hut-Daphne,AL","28765 Us 98, Daphne,AL 36526, (251) 626-6063"
-87.01439,34.57115,"Pizza Hut-Decatur,AL","1805 Beltline Rd Sw, Decatur,AL 35601, (256) 350-4015"
-86.91975,34.540863,"Pizza Hut-Decatur,AL","2941 Point Mallard Pkwy SE [Suite I], Decatur,AL 35603, (256) 560-2953"
-86.99922,34.56024,"Pizza Hut-Decatur,AL","926 Beltline Rd Sw, Decatur,AL 35601, (256) 353-3353"
-87.843821,32.500022,"Pizza Hut-Demopolis,AL","537 US Hwy 80 West, Demopolis,AL 36732, (334) 289-2094"
-85.38748,31.191332,"Pizza Hut-Dothan,AL","1912 SE Ross Clark Circle, Dothan,AL 36301, (334) 792-9884"
-85.441647,31.265225,"Pizza Hut-Dothan,AL","4412 Montgomery Hwy, Dothan,AL 36303, (334) 794-4373"
-86.0791455,31.4261945,"Pizza Hut-Elba,AL","977 Alabama 203, Elba,AL 36323, (334) 853-0195"
-85.824507,31.324365,"Pizza Hut-Enterprise,AL","1010 Ft Rucker, Enterprise,AL 36330, (334) 347-3337"
-85.14931,31.87821,"Pizza Hut-Eufaula,AL","1110 S Eufaula Ave, Eufaula,AL 36027, (334) 687-7027"
-87.06135,31.698762,"Pizza Hut-Evergreen,AL","286 Hwy 83, Evergreen,AL 36401, (251) 578-1411"
-86.91771,33.46837,"Pizza Hut-Fairfield,AL","7100 Aaron Aronov Dr, Fairfield,AL 35064, (205) 978-8000"
-87.88608,30.518336,"Pizza Hut-Fairhope,AL","241 S Greeno Rd, Fairhope,AL 36532, (251) 928-1145"
-87.824,33.70703,"Pizza Hut-Fayette,AL","1624 Temple Ave N, Fayette,AL 35555, (205) 932-8621"
-87.2664912,31.0080386,"Pizza Hut-Flomaton,AL","21465 Hwy 31, Flomaton,AL 36441, (251) 296-0040"
-87.65315,34.82092,"Pizza Hut-Florence,AL","1608 Florence Blvd, Florence,AL 35630, (256) 766-8466"
-87.66835,34.8434,"Pizza Hut-Florence,AL","859 Cox Creek Pky, Florence,AL 35630, (256) 767-5300"
-87.6832697,30.3903763,"Pizza Hut-Foley,AL","1350 S Mckenzie St, Foley,AL 36535, (251) 943-8561"
-86.89339,33.56207,"Pizza Hut-Forestdale,AL","1315 Forestdale Blvd, Forestdale,AL 35214, (205) 978-8000"
-85.70051,34.46688,"Pizza Hut-Fort Payne,AL","203 Greenhill Blvd Nw, Fort Payne,AL 35967, (256) 845-3800"
-86.04318,33.95734,"Pizza Hut-Gadsden,AL","3 Independent Dr, Gadsden,AL 35901, (256) 442-2300"
-85.98248,34.00781,"Pizza Hut-Gadsden,AL","607 E Meighan Blvd, Gadsden,AL 35903, (256) 543-2100"
-86.82137,33.6521,"Pizza Hut-Gardendale,AL","596 Fieldstown Rd, Gardendale,AL 35071, (205) 978-8000"
-85.887365,31.048828,"Pizza Hut-Geneva,AL","1000 W Maple Ave, Geneva,AL 36340, (334) 684-2431"
-86.005814,34.362381,"Pizza Hut-Geraldine,AL","41263 Al Hwy 75, Geraldine,AL 35974, (256) 659-2424"
-86.63978,31.84628,"Pizza Hut-Greenville,AL","915 Fort Dale Rd, Greenville,AL 36037, (334) 382-6697"
-87.688939,30.252966,"Pizza Hut-Gulf Shores,AL","600 Gulf Shores Pkwy, Gulf Shores,AL 36542, (251) 948-6160"
-86.31273,34.32215,"Pizza Hut-Guntersville,AL","14365 Us 431, Guntersville,AL 35976, (256) 582-6141"
